client_id,sample_count,label_entropy,group_entropy,label_distribution,group_distribution,joint_distribution,seed,partition,source_file,evidence_type
0,1770,0.1433396281575998,0.0126908624821952,"{""0"": 1734, ""1"": 36}","{""Female"": 1768, ""Male"": 2}","{""0|Female"": 1732, ""0|Male"": 2, ""1|Female"": 36}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
1,245,0.5478460177297599,0.1437261699393817,"{""0"": 31, ""1"": 214}","{""Female"": 5, ""Male"": 240}","{""0|Male"": 31, ""1|Female"": 5, ""1|Male"": 209}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
2,1535,0.8382210133380026,0.9880859695849156,"{""0"": 1124, ""1"": 411}","{""Female"": 866, ""Male"": 669}","{""0|Female"": 494, ""0|Male"": 630, ""1|Female"": 372, ""1|Male"": 39}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
3,2385,0.2098228697645815,0.4943898963010292,"{""0"": 2306, ""1"": 79}","{""Female"": 2127, ""Male"": 258}","{""0|Female"": 2111, ""0|Male"": 195, ""1|Female"": 16, ""1|Male"": 63}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
4,1957,0.3865762598067172,0.3465782333075725,"{""0"": 148, ""1"": 1809}","{""Female"": 127, ""Male"": 1830}","{""0|Female"": 103, ""0|Male"": 45, ""1|Female"": 24, ""1|Male"": 1785}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
5,1128,0.1074037700685273,0.0410333160509993,"{""0"": 1112, ""1"": 16}","{""Female"": 5, ""Male"": 1123}","{""0|Female"": 2, ""0|Male"": 1110, ""1|Female"": 3, ""1|Male"": 13}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
6,3337,0.6286012990352127,0.7473018562515057,"{""0"": 2811, ""1"": 526}","{""Female"": 2626, ""Male"": 711}","{""0|Female"": 2603, ""0|Male"": 208, ""1|Female"": 23, ""1|Male"": 503}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
7,1954,0.9123862448079694,0.8956740508377274,"{""0"": 640, ""1"": 1314}","{""Female"": 610, ""Male"": 1344}","{""0|Female"": 144, ""0|Male"": 496, ""1|Female"": 466, ""1|Male"": 848}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
8,112,0.2222848306856879,0.2631887790276082,"{""0"": 108, ""1"": 4}","{""Female"": 5, ""Male"": 107}","{""0|Female"": 5, ""0|Male"": 103, ""1|Male"": 4}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
9,11214,0.6711159994071497,0.1159984594505311,"{""0"": 9241, ""1"": 1973}","{""Female"": 175, ""Male"": 11039}","{""0|Female"": 175, ""0|Male"": 9066, ""1|Male"": 1973}",6001,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
0,2759,0.4300128820258005,0.8746801257131713,"{""0"": 2516, ""1"": 243}","{""Female"": 813, ""Male"": 1946}","{""0|Female"": 583, ""0|Male"": 1933, ""1|Female"": 230, ""1|Male"": 13}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
1,1261,0.9882089579443843,0.6552134209790117,"{""0"": 711, ""1"": 550}","{""Female"": 213, ""Male"": 1048}","{""0|Female"": 158, ""0|Male"": 553, ""1|Female"": 55, ""1|Male"": 495}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
2,552,0.9992328356904396,0.5333055614125922,"{""0"": 285, ""1"": 267}","{""Female"": 67, ""Male"": 485}","{""0|Female"": 14, ""0|Male"": 271, ""1|Female"": 53, ""1|Male"": 214}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
3,5449,0.9727879031052612,0.980450905223048,"{""0"": 3252, ""1"": 2197}","{""Female"": 2277, ""Male"": 3172}","{""0|Female"": 1915, ""0|Male"": 1337, ""1|Female"": 362, ""1|Male"": 1835}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
4,4376,0.7514269474363934,0.6670694782188421,"{""0"": 3434, ""1"": 942}","{""Female"": 762, ""Male"": 3614}","{""0|Female"": 756, ""0|Male"": 2678, ""1|Female"": 6, ""1|Male"": 936}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
5,1395,0.5160279447474926,0.9797816672751476,"{""0"": 1234, ""1"": 161}","{""Female"": 814, ""Male"": 581}","{""0|Female"": 773, ""0|Male"": 461, ""1|Female"": 41, ""1|Male"": 120}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
6,1716,0.3502453554886734,0.9111435237116868,"{""0"": 1603, ""1"": 113}","{""Female"": 1156, ""Male"": 560}","{""0|Female"": 1150, ""0|Male"": 453, ""1|Female"": 6, ""1|Male"": 107}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
7,1430,0.9548196768885362,0.999316959634874,"{""0"": 893, ""1"": 537}","{""Female"": 693, ""Male"": 737}","{""0|Female"": 591, ""0|Male"": 302, ""1|Female"": 102, ""1|Male"": 435}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
8,3364,0.5473080571763932,0.9822912625958146,"{""0"": 2939, ""1"": 425}","{""Female"": 1419, ""Male"": 1945}","{""0|Female"": 1404, ""0|Male"": 1535, ""1|Female"": 15, ""1|Male"": 410}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
9,3335,0.860787997067775,0.1943166655970293,"{""0"": 2388, ""1"": 947}","{""Female"": 100, ""Male"": 3235}","{""0|Female"": 25, ""0|Male"": 2363, ""1|Female"": 75, ""1|Male"": 872}",6001,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6001/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
0,2564,0.7922010064704774,0.9112509094006872,"{""0"": 1953, ""1"": 611}","{""Female"": 837, ""Male"": 1727}","{""0|Female"": 748, ""0|Male"": 1205, ""1|Female"": 89, ""1|Male"": 522}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
1,2564,0.7895759568356465,0.9075424263640386,"{""0"": 1957, ""1"": 607}","{""Female"": 828, ""Male"": 1736}","{""0|Female"": 740, ""0|Male"": 1217, ""1|Female"": 88, ""1|Male"": 519}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
2,2564,0.8087961077579308,0.92074615168846,"{""0"": 1927, ""1"": 637}","{""Female"": 861, ""Male"": 1703}","{""0|Female"": 762, ""0|Male"": 1165, ""1|Female"": 99, ""1|Male"": 538}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
3,2564,0.8056671329063219,0.9195904033256002,"{""0"": 1932, ""1"": 632}","{""Female"": 858, ""Male"": 1706}","{""0|Female"": 767, ""0|Male"": 1165, ""1|Female"": 91, ""1|Male"": 541}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
4,2564,0.8228132756590831,0.8863790387472434,"{""0"": 1904, ""1"": 660}","{""Female"": 780, ""Male"": 1784}","{""0|Female"": 683, ""0|Male"": 1221, ""1|Female"": 97, ""1|Male"": 563}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
5,2564,0.8056671329063219,0.8976947220283461,"{""0"": 1932, ""1"": 632}","{""Female"": 805, ""Male"": 1759}","{""0|Female"": 729, ""0|Male"": 1203, ""1|Female"": 76, ""1|Male"": 556}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
6,2564,0.8143543201144313,0.9267609548928618,"{""0"": 1918, ""1"": 646}","{""Female"": 877, ""Male"": 1687}","{""0|Female"": 756, ""0|Male"": 1162, ""1|Female"": 121, ""1|Male"": 525}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
7,2563,0.8058221363810684,0.9158049259182678,"{""0"": 1931, ""1"": 632}","{""Female"": 848, ""Male"": 1715}","{""0|Female"": 765, ""0|Male"": 1166, ""1|Female"": 83, ""1|Male"": 549}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
8,2563,0.8120502113703928,0.8874493398595319,"{""0"": 1921, ""1"": 642}","{""Female"": 782, ""Male"": 1781}","{""0|Female"": 688, ""0|Male"": 1233, ""1|Female"": 94, ""1|Male"": 548}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
9,2563,0.8363748888146634,0.9117908390840868,"{""0"": 1880, ""1"": 683}","{""Female"": 838, ""Male"": 1725}","{""0|Female"": 731, ""0|Male"": 1149, ""1|Female"": 107, ""1|Male"": 576}",6002,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/iid/entropy_by_client.csv,measured
0,191,0.93933062195329,0.9300306737927184,"{""0"": 123, ""1"": 68}","{""Female"": 125, ""Male"": 66}","{""0|Female"": 122, ""0|Male"": 1, ""1|Female"": 3, ""1|Male"": 65}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
1,6929,0.3000639321700022,0.4361758967861014,"{""0"": 6560, ""1"": 369}","{""Female"": 623, ""Male"": 6306}","{""0|Female"": 512, ""0|Male"": 6048, ""1|Female"": 111, ""1|Male"": 258}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
2,1319,0.6676146690544879,0.2929627901260984,"{""0"": 230, ""1"": 1089}","{""Female"": 68, ""Male"": 1251}","{""0|Female"": 68, ""0|Male"": 162, ""1|Male"": 1089}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
3,3170,0.0505302212562776,0.995066852298596,"{""0"": 3152, ""1"": 18}","{""Female"": 1454, ""Male"": 1716}","{""0|Female"": 1440, ""0|Male"": 1712, ""1|Female"": 14, ""1|Male"": 4}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
4,1093,0.4383908286720933,0.6323799597686097,"{""0"": 994, ""1"": 99}","{""Female"": 174, ""Male"": 919}","{""0|Female"": 148, ""0|Male"": 846, ""1|Female"": 26, ""1|Male"": 73}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
5,4520,0.9464368259003936,0.9862080787131956,"{""0"": 1648, ""1"": 2872}","{""Female"": 1948, ""Male"": 2572}","{""0|Female"": 1593, ""0|Male"": 55, ""1|Female"": 355, ""1|Male"": 2517}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
6,3045,0.1596794095395977,0.1110200282339032,"{""0"": 2974, ""1"": 71}","{""Female"": 45, ""Male"": 3000}","{""0|Female"": 32, ""0|Male"": 2942, ""1|Female"": 13, ""1|Male"": 58}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
7,1461,0.5188025637788628,0.8066348817223943,"{""0"": 170, ""1"": 1291}","{""Female"": 361, ""Male"": 1100}","{""0|Female"": 170, ""1|Female"": 191, ""1|Male"": 1100}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
8,190,0.8937800656269762,0.3190304928819363,"{""0"": 131, ""1"": 59}","{""Female"": 179, ""Male"": 11}","{""0|Female"": 126, ""0|Male"": 5, ""1|Female"": 53, ""1|Male"": 6}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
9,3719,0.5291444104926097,0.4775457795479769,"{""0"": 3273, ""1"": 446}","{""Female"": 3337, ""Male"": 382}","{""0|Female"": 3158, ""0|Male"": 115, ""1|Female"": 179, ""1|Male"": 267}",6002,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
0,3455,0.0638996715326517,0.6399573010341322,"{""0"": 3429, ""1"": 26}","{""Female"": 561, ""Male"": 2894}","{""0|Female"": 554, ""0|Male"": 2875, ""1|Female"": 7, ""1|Male"": 19}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
1,2133,0.9994848137721576,0.6892814382128498,"{""0"": 1095, ""1"": 1038}","{""Female"": 393, ""Male"": 1740}","{""0|Female"": 223, ""0|Male"": 872, ""1|Female"": 170, ""1|Male"": 868}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
2,2178,0.990627088794418,0.6348804173543857,"{""0"": 1213, ""1"": 965}","{""Female"": 349, ""Male"": 1829}","{""0|Female"": 238, ""0|Male"": 975, ""1|Female"": 111, ""1|Male"": 854}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
3,2171,0.9349493930332976,0.9618586822020286,"{""0"": 1409, ""1"": 762}","{""Female"": 837, ""Male"": 1334}","{""0|Female"": 826, ""0|Male"": 583, ""1|Female"": 11, ""1|Male"": 751}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
4,968,0.0962927636813615,0.5377358353012732,"{""0"": 956, ""1"": 12}","{""Female"": 119, ""Male"": 849}","{""0|Female"": 109, ""0|Male"": 847, ""1|Female"": 10, ""1|Male"": 2}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
5,4099,0.1345636249851977,0.9187019007406814,"{""0"": 4022, ""1"": 77}","{""Female"": 2731, ""Male"": 1368}","{""0|Female"": 2670, ""0|Male"": 1352, ""1|Female"": 61, ""1|Male"": 16}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
6,831,0.7262391290068339,0.9974905034754892,"{""0"": 663, ""1"": 168}","{""Female"": 391, ""Male"": 440}","{""0|Female"": 376, ""0|Male"": 287, ""1|Female"": 15, ""1|Male"": 153}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
7,2237,0.8174190290453339,0.536463327050501,"{""0"": 1669, ""1"": 568}","{""Female"": 274, ""Male"": 1963}","{""0|Female"": 221, ""0|Male"": 1448, ""1|Female"": 53, ""1|Male"": 515}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
8,3764,0.6751001212105578,0.996285110545242,"{""0"": 3095, ""1"": 669}","{""Female"": 1747, ""Male"": 2017}","{""0|Female"": 1423, ""0|Male"": 1672, ""1|Female"": 324, ""1|Male"": 345}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
9,3801,0.9922747894122464,0.7949352618794825,"{""0"": 1704, ""1"": 2097}","{""Female"": 912, ""Male"": 2889}","{""0|Female"": 729, ""0|Male"": 975, ""1|Female"": 183, ""1|Male"": 1914}",6002,joint_dirichlet_1.0,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6002/clients_10/joint_dirichlet_1.0/entropy_by_client.csv,measured
0,2564,0.8180073432576436,0.902042078280013,"{""0"": 1912, ""1"": 652}","{""Female"": 815, ""Male"": 1749}","{""0|Female"": 716, ""0|Male"": 1196, ""1|Female"": 99, ""1|Male"": 553}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
1,2564,0.797393159150842,0.91043380438228,"{""0"": 1945, ""1"": 619}","{""Female"": 835, ""Male"": 1729}","{""0|Female"": 738, ""0|Male"": 1207, ""1|Female"": 97, ""1|Male"": 522}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
2,2564,0.8396229961114703,0.9112509094006872,"{""0"": 1875, ""1"": 689}","{""Female"": 837, ""Male"": 1727}","{""0|Female"": 733, ""0|Male"": 1142, ""1|Female"": 104, ""1|Male"": 585}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
3,2564,0.8118956995595886,0.9203618869027642,"{""0"": 1922, ""1"": 642}","{""Female"": 860, ""Male"": 1704}","{""0|Female"": 765, ""0|Male"": 1157, ""1|Female"": 95, ""1|Male"": 547}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
4,2564,0.8069222587215535,0.9148785483912224,"{""0"": 1930, ""1"": 634}","{""Female"": 846, ""Male"": 1718}","{""0|Female"": 738, ""0|Male"": 1192, ""1|Female"": 108, ""1|Male"": 526}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
5,2564,0.7835984111912652,0.9046018676754312,"{""0"": 1966, ""1"": 598}","{""Female"": 821, ""Male"": 1743}","{""0|Female"": 735, ""0|Male"": 1231, ""1|Female"": 86, ""1|Male"": 512}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
6,2564,0.8234088389291747,0.9058681432334956,"{""0"": 1903, ""1"": 661}","{""Female"": 824, ""Male"": 1740}","{""0|Female"": 729, ""0|Male"": 1174, ""1|Female"": 95, ""1|Male"": 566}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
7,2563,0.8032978756402229,0.9105671791381422,"{""0"": 1935, ""1"": 628}","{""Female"": 835, ""Male"": 1728}","{""0|Female"": 747, ""0|Male"": 1188, ""1|Female"": 88, ""1|Male"": 540}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
8,2563,0.8163401867571671,0.8929346118827093,"{""0"": 1914, ""1"": 649}","{""Female"": 794, ""Male"": 1769}","{""0|Female"": 713, ""0|Male"": 1201, ""1|Female"": 81, ""1|Male"": 568}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
9,2563,0.7917024302539046,0.915407991109138,"{""0"": 1953, ""1"": 610}","{""Female"": 847, ""Male"": 1716}","{""0|Female"": 755, ""0|Male"": 1198, ""1|Female"": 92, ""1|Male"": 518}",6003,iid,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/iid/entropy_by_client.csv,measured
0,4765,0.0756711575426363,0.5449620653815671,"{""0"": 4721, ""1"": 44}","{""Female"": 598, ""Male"": 4167}","{""0|Female"": 556, ""0|Male"": 4165, ""1|Female"": 42, ""1|Male"": 2}",6003,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
1,1416,0.9898220559635812,0.9907703353686144,"{""0"": 624, ""1"": 792}","{""Female"": 628, ""Male"": 788}","{""0|Female"": 623, ""0|Male"": 1, ""1|Female"": 5, ""1|Male"": 787}",6003,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
2,4149,0.1974407443541304,0.9223388211113784,"{""0"": 4022, ""1"": 127}","{""Female"": 1400, ""Male"": 2749}","{""0|Female"": 1391, ""0|Male"": 2631, ""1|Female"": 9, ""1|Male"": 118}",6003,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
3,5825,0.934565356224325,0.9225836389826,"{""0"": 3783, ""1"": 2042}","{""Female"": 1967, ""Male"": 3858}","{""0|Female"": 1967, ""0|Male"": 1816, ""1|Male"": 2042}",6003,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
4,2467,0.1541354274963691,0.1799352581230721,"{""0"": 2412, ""1"": 55}","{""Female"": 2400, ""Male"": 67}","{""0|Female"": 2395, ""0|Male"": 17, ""1|Female"": 5, ""1|Male"": 50}",6003,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
5,487,0.8279215557194101,0.8340318343406509,"{""0"": 127, ""1"": 360}","{""Female"": 358, ""Male"": 129}","{""0|Female"": 127, ""1|Female"": 231, ""1|Male"": 129}",6003,joint_dirichlet_0.3,outputs/major_revision/heterogeneity-10seed-2d2b220/partitions/seed_6003/clients_10/joint_dirichlet_0.3/entropy_by_client.csv,measured
